"isced97","age","geo","time","value"
"ED0-2","Y15-24","EL",2010,45.4
"ED0-2","Y15-24","ES",2010,54.4
"ED0-2","Y15-24","EU27",2010,47.3
"ED0-2","Y15-24","EU28",2010,47.2
"ED0-2","Y15-24","FI",2010,53.5
"ED0-2","Y15-24","FR",2010,43.4
"ED0-2","Y15-24","HR",2010,36.3
"ED0-2","Y15-24","HU",2010,50.2
"ED0-2","Y15-24","IE",2010,43.6
"ED0-2","Y15-24","IT",2010,53.9
"ED0-2","Y15-24","LT",2010,49.8
"ED0-2","Y15-24","LU",2010,60.7
"ED0-2","Y15-24","LV",2010,49.8
"ED0-2","Y15-24","MT",2010,34.2
"ED0-2","Y15-24","NL",2010,50.7
"ED0-2","Y15-24","PL",2010,45
"ED0-2","Y15-24","PT",2010,62
"ED0-2","Y15-24","RO",2010,48.8
"ED0-2","Y15-24","SE",2010,49.4
"ED0-2","Y15-24","SI",2010,41.7
"ED0-2","Y15-24","SK",2010,44.7
"ED0-2","Y15-24","UK",2010,25.2
"ED0-2","Y15-29","AT",2010,35.9
"ED0-2","Y15-29","BE",2010,36.6
"ED0-2","Y15-29","BG",2010,40
"ED0-2","Y15-29","CY",2010,33.3
"ED0-2","Y15-29","CZ",2010,30.3
"ED0-2","Y15-29","DE",2010,41.4
"ED0-2","Y15-29","DK",2010,51.4
"ED0-2","Y15-29","EE",2010,35.6
"ED0-2","Y15-29","EL",2010,36.4
"ED0-2","Y15-29","ES",2010,46.8
"ED0-2","Y15-29","EU27",2010,37
"ED0-2","Y15-29","EU28",2010,36.9
"ED0-2","Y15-29","FI",2010,38.4
"ED0-2","Y15-29","FR",2010,34.3
"ED0-2","Y15-29","HR",2010,27.1
"ED0-2","Y15-29","HU",2010,36.8
"ED0-2","Y15-29","IE",2010,32.8
"ED0-2","Y15-29","IT",2010,43.9
"ED0-2","Y15-29","LT",2010,37.9
"ED0-2","Y15-29","LU",2010,44
"ED0-2","Y15-29","LV",2010,37.9
"ED0-2","Y15-29","MT",2010,38.8
"ED0-2","Y15-29","NL",2010,40.1
"ED0-2","Y15-29","PL",2010,30.6
"ED0-2","Y15-29","PT",2010,54.5
"ED0-2","Y15-29","RO",2010,39.8
"ED0-2","Y15-29","SE",2010,37.7
"ED0-2","Y15-29","SI",2010,28.4
"ED0-2","Y15-29","SK",2010,30.8
"ED0-2","Y15-29","UK",2010,22.2
"ED0-2","Y20-24","AT",2010,14.4
"ED0-2","Y20-24","BE",2010,17.5
"ED0-2","Y20-24","BG",2010,15.6
"ED0-2","Y20-24","CY",2010,13.8
"ED0-2","Y20-24","CZ",2010,8.1
"ED0-2","Y20-24","DE",2010,25.6
"ED0-2","Y20-24","DK",2010,31.4
"ED0-2","Y20-24","EE",2010,16.8
"ED0-2","Y20-24","EL",2010,16.6
"ED0-2","Y20-24","ES",2010,38.8
"ED0-2","Y20-24","EU27",2010,21
"ED0-2","Y20-24","EU28",2010,20.8
"ED0-2","Y20-24","FI",2010,15.8
"ED0-2","Y20-24","FR",2010,16.8
"ED0-2","Y20-24","HR",2010,4.3
"ED0-2","Y20-24","HU",2010,16
"ED0-2","Y20-24","IE",2010,13.7
"ED0-2","Y20-24","IT",2010,23.7
"ED0-2","Y20-24","LT",2010,13
"ED0-2","Y20-24","LU",2010,26.6
"ED0-2","Y20-24","LV",2010,20.1
"ED0-2","Y20-24","MT",2010,29.3
"ED0-2","Y20-24","NL",2010,22.4
"ED0-2","Y20-24","PL",2010,9
"ED0-2","Y20-24","PT",2010,41.3
"ED0-2","Y20-24","RO",2010,21.8
"ED0-2","Y20-24","SE",2010,12.8
"ED0-2","Y20-24","SI",2010,10.9
"ED0-2","Y20-24","SK",2010,6.8
"ED0-2","Y20-24","UK",2010,19.6
"ED0-2","Y20-29","AT",2010,13.2
"ED0-2","Y20-29","BE",2010,17.9
"ED0-2","Y20-29","BG",2010,17
"ED0-2","Y20-29","CY",2010,14.6
"ED0-2","Y20-29","CZ",2010,7.2
"ED0-2","Y20-29","DE",2010,19.4
"ED0-2","Y20-29","DK",2010,27.5
"ED0-2","Y20-29","EE",2010,15.1
"ED0-2","Y20-29","EL",2010,20.2
"ED0-2","Y20-29","ES",2010,37.6
"ED0-2","Y20-29","EU27",2010,19.9
"ED0-2","Y20-29","EU28",2010,19.7
"ED0-2","Y20-29","FI",2010,12.9
"ED0-2","Y20-29","FR",2010,16.7
"ED0-2","Y20-29","HR",2010,5.3
"ED0-2","Y20-29","HU",2010,14.6
"ED0-2","Y20-29","IE",2010,14.2
"ED0-2","Y20-29","IT",2010,25.1
"ED0-2","Y20-29","LT",2010,11.8
"ED0-2","Y20-29","LU",2010,20.6
"ED0-2","Y20-29","LV",2010,17.8
"ED0-2","Y20-29","MT",2010,38.4
"ED0-2","Y20-29","NL",2010,20.4
"ED0-2","Y20-29","PL",2010,7.4
"ED0-2","Y20-29","PT",2010,42.1
"ED0-2","Y20-29","RO",2010,22.5
"ED0-2","Y20-29","SE",2010,12.6
"ED0-2","Y20-29","SI",2010,8.5
"ED0-2","Y20-29","SK",2010,6.7
"ED0-2","Y20-29","UK",2010,18.4
"ED0-2","Y25-29","AT",2010,12
"ED0-2","Y25-29","BE",2010,18.4
"ED0-2","Y25-29","BG",2010,18.5
"ED0-2","Y25-29","CY",2010,15.3
"ED0-2","Y25-29","CZ",2010,6.3
"ED0-2","Y25-29","DE",2010,13.4
"ED0-2","Y25-29","DK",2010,23.2
"ED0-2","Y25-29","EE",2010,13.4
"ED0-2","Y25-29","EL",2010,22.9
"ED0-2","Y25-29","ES",2010,36.7
"ED0-2","Y25-29","EU27",2010,18.8
"ED0-2","Y25-29","EU28",2010,18.7
"ED0-2","Y25-29","FI",2010,10.3
"ED0-2","Y25-29","FR",2010,16.6
"ED0-2","Y25-29","HR",2010,6.4
"ED0-2","Y25-29","HU",2010,13.3
"ED0-2","Y25-29","IE",2010,14.6
"ED0-2","Y25-29","IT",2010,26.4
"ED0-2","Y25-29","LT",2010,10.4
"ED0-2","Y25-29","LU",2010,15.5
"ED0-2","Y25-29","LV",2010,15.4
"ED0-2","Y25-29","MT",2010,47.4
"ED0-2","Y25-29","NL",2010,18.4
"ED0-2","Y25-29","PL",2010,6
"ED0-2","Y25-29","PT",2010,42.7
"ED0-2","Y25-29","RO",2010,23.3
"ED0-2","Y25-29","SE",2010,12.4
"ED0-2","Y25-29","SI",2010,6.4
"ED0-2","Y25-29","SK",2010,6.5
"ED0-2","Y25-29","UK",2010,17.3
"ED3_4","Y15-19","AT",2010,14.5
"ED3_4","Y15-19","BE",2010,24
"ED3_4","Y15-19","BG",2010,17.2
"ED3_4","Y15-19","CY",2010,20.2
"ED3_4","Y15-19","CZ",2010,13.7
"ED3_4","Y15-19","DE",2010,7.5
"ED3_4","Y15-19","DK",2010,6.2
"ED3_4","Y15-19","EE",2010,12.4
"ED3_4","Y15-19","EL",2010,24.6
"ED3_4","Y15-19","ES",2010,22.8
"ED3_4","Y15-19","EU27",2010,21.8
"ED3_4","Y15-19","EU28",2010,21.9
"ED3_4","Y15-19","FI",2010,9.8
"ED3_4","Y15-19","FR",2010,27.4
"ED3_4","Y15-19","HR",2010,28.2
"ED3_4","Y15-19","HU",2010,13.4
"ED3_4","Y15-19","IE",2010,23.1
"ED3_4","Y15-19","IT",2010,14.3
"ED3_4","Y15-19","LT",2010,13.3
"ED3_4","Y15-19","LU",2010,6.5
"ED3_4","Y15-19","LV",2010,12.3
"ED3_4","Y15-19","MT",2010,59
"ED3_4","Y15-19","NL",2010,20.3
"ED3_4","Y15-19","PL",2010,14
"ED3_4","Y15-19","PT",2010,15.9
"ED3_4","Y15-19","RO",2010,13.4
"ED3_4","Y15-19","SE",2010,14.8
"ED3_4","Y15-19","SI",2010,18.8
"ED3_4","Y15-19","SK",2010,12.2
"ED3_4","Y15-19","UK",2010,65.1
"ED3_4","Y15-24","AT",2010,48.1
"ED3_4","Y15-24","BE",2010,42.1
"ED3_4","Y15-24","BG",2010,48
"ED3_4","Y15-24","CY",2010,38.1
"ED3_4","Y15-24","CZ",2010,51.7
"ED3_4","Y15-24","DE",2010,40.7
"ED3_4","Y15-24","DK",2010,33.4
"ED3_4","Y15-24","EE",2010,44.1
"ED3_4","Y15-24","EL",2010,49.8
"ED3_4","Y15-24","ES",2010,33
"ED3_4","Y15-24","EU27",2010,44.7
"ED3_4","Y15-24","EU28",2010,44.9
"ED3_4","Y15-24","FI",2010,44.5
"ED3_4","Y15-24","FR",2010,42.3
"ED3_4","Y15-24","HR",2010,60.7
"ED3_4","Y15-24","HU",2010,46.1
"ED3_4","Y15-24","IE",2010,42.9
"ED3_4","Y15-24","IT",2010,43
"ED3_4","Y15-24","LT",2010,43.3
"ED3_4","Y15-24","LU",2010,34.1
"ED3_4","Y15-24","LV",2010,44
"ED3_4","Y15-24","MT",2010,55.2
"ED3_4","Y15-24","NL",2010,40.6
"ED3_4","Y15-24","PL",2010,48.2
"ED3_4","Y15-24","PT",2010,32.3
"ED3_4","Y15-24","RO",2010,46.8
"ED3_4","Y15-24","SE",2010,44.4
"ED3_4","Y15-24","SI",2010,55.2
"ED3_4","Y15-24","SK",2010,49.2
"ED3_4","Y15-24","UK",2010,59.2
"ED3_4","Y15-29","AT",2010,55.9
"ED3_4","Y15-29","BE",2010,40.9
"ED3_4","Y15-29","BG",2010,50.1
"ED3_4","Y15-29","CY",2010,36.5
"ED3_4","Y15-29","CZ",2010,57.8
"ED3_4","Y15-29","DE",2010,48.9
"ED3_4","Y15-29","DK",2010,36.4
"ED3_4","Y15-29","EE",2010,46.3
"ED3_4","Y15-29","EL",2010,47.7
"ED3_4","Y15-29","ES",2010,30
"ED3_4","Y15-29","EU27",2010,46.2
"ED3_4","Y15-29","EU28",2010,46.3
"ED3_4","Y15-29","FI",2010,48.9
"ED3_4","Y15-29","FR",2010,41.9
"ED3_4","Y15-29","HR",2010,62.5
"ED3_4","Y15-29","HU",2010,51.3
"ED3_4","Y15-29","IE",2010,41.4
"ED3_4","Y15-29","IT",2010,46.3
"ED3_4","Y15-29","LT",2010,42.5
"ED3_4","Y15-29","LU",2010,37.1
"ED3_4","Y15-29","LV",2010,45.8
"ED3_4","Y15-29","MT",2010,45.8
"ED3_4","Y15-29","NL",2010,41.2
"ED3_4","Y15-29","PL",2010,50.6
"ED3_4","Y15-29","PT",2010,31.9
"ED3_4","Y15-29","RO",2010,49.1
"ED3_4","Y15-29","SE",2010,45.7
"ED3_4","Y15-29","SI",2010,59.4
"ED3_4","Y15-29","SK",2010,55.8
"ED3_4","Y15-29","UK",2010,53.2
"ED3_4","Y20-24","AT",2010,80.3
"ED3_4","Y20-24","BE",2010,59.7
"ED3_4","Y20-24","BG",2010,79
"ED3_4","Y20-24","CY",2010,54.5
"ED3_4","Y20-24","CZ",2010,84.3
"ED3_4","Y20-24","DE",2010,69.6
"ED3_4","Y20-24","DK",2010,62.6
"ED3_4","Y20-24","EE",2010,68.8
"ED3_4","Y20-24","EL",2010,73.8
"ED3_4","Y20-24","ES",2010,40.1
"ED3_4","Y20-24","EU27",2010,64.8
"ED3_4","Y20-24","EU28",2010,65
"ED3_4","Y20-24","FI",2010,80.2
"ED3_4","Y20-24","FR",2010,57.1
"ED3_4","Y20-24","HR",2010,90.1
"ED3_4","Y20-24","HU",2010,76.8
"ED3_4","Y20-24","IE",2010,61
"ED3_4","Y20-24","IT",2010,70.4
"ED3_4","Y20-24","LT",2010,73.4
"ED3_4","Y20-24","LU",2010,62.8
"ED3_4","Y20-24","LV",2010,68.9
"ED3_4","Y20-24","MT",2010,51.7
"ED3_4","Y20-24","NL",2010,61
"ED3_4","Y20-24","PL",2010,78.3
"ED3_4","Y20-24","PT",2010,47.8
"ED3_4","Y20-24","RO",2010,70.8
"ED3_4","Y20-24","SE",2010,74.7
"ED3_4","Y20-24","SI",2010,83.6
"ED3_4","Y20-24","SK",2010,81.7
"ED3_4","Y20-24","UK",2010,55
"ED3_4","Y20-29","AT",2010,74.9
"ED3_4","Y20-29","BE",2010,48.9
"ED3_4","Y20-29","BG",2010,67.9
"ED3_4","Y20-29","CY",2010,43.1
"ED3_4","Y20-29","CZ",2010,76
"ED3_4","Y20-29","DE",2010,66.8
"ED3_4","Y20-29","DK",2010,53.5
"ED3_4","Y20-29","EE",2010,59.7
"ED3_4","Y20-29","EL",2010,57.2
"ED3_4","Y20-29","ES",2010,32.2
"ED3_4","Y20-29","EU27",2010,56.4
"ED3_4","Y20-29","EU28",2010,56.6
"ED3_4","Y20-29","FI",2010,68.1
"ED3_4","Y20-29","FR",2010,49
"ED3_4","Y20-29","HR",2010,79.2
"ED3_4","Y20-29","HU",2010,68.1
"ED3_4","Y20-29","IE",2010,49.2
"ED3_4","Y20-29","IT",2010,60.6
"ED3_4","Y20-29","LT",2010,58.2
"ED3_4","Y20-29","LU",2010,51.7
"ED3_4","Y20-29","LV",2010,59.3
"ED3_4","Y20-29","MT",2010,39.8
"ED3_4","Y20-29","NL",2010,51.8
"ED3_4","Y20-29","PL",2010,65.9
"ED3_4","Y20-29","PT",2010,38.6
"ED3_4","Y20-29","RO",2010,62.3
"ED3_4","Y20-29","SE",2010,62
"ED3_4","Y20-29","SI",2010,74.6
"ED3_4","Y20-29","SK",2010,74.3
"ED3_4","Y20-29","UK",2010,49
"ED3_4","Y25-29","AT",2010,69.8
"ED3_4","Y25-29","BE",2010,38.5
"ED3_4","Y25-29","BG",2010,55
"ED3_4","Y25-29","CY",2010,34.1
"ED3_4","Y25-29","CZ",2010,68.3
"ED3_4","Y25-29","DE",2010,64
"ED3_4","Y25-29","DK",2010,43.4
"ED3_4","Y25-29","EE",2010,50.3
"ED3_4","Y25-29","EL",2010,44.6
"ED3_4","Y25-29","ES",2010,25.9
"ED3_4","Y25-29","EU27",2010,48.6
"ED3_4","Y25-29","EU28",2010,48.8
"ED3_4","Y25-29","FI",2010,56.9
"ED3_4","Y25-29","FR",2010,41
"ED3_4","Y25-29","HR",2010,66.4
"ED3_4","Y25-29","HU",2010,60.3
"ED3_4","Y25-29","IE",2010,38.9
"ED3_4","Y25-29","IT",2010,51.9
"ED3_4","Y25-29","LT",2010,40.6
"ED3_4","Y25-29","LU",2010,42.3
"ED3_4","Y25-29","LV",2010,49.1
"ED3_4","Y25-29","MT",2010,27.9
"ED3_4","Y25-29","NL",2010,42.5
"ED3_4","Y25-29","PL",2010,54.7
"ED3_4","Y25-29","PT",2010,31.1
"ED3_4","Y25-29","RO",2010,53.3
"ED3_4","Y25-29","SE",2010,48.5
"ED3_4","Y25-29","SI",2010,66.2
"ED3_4","Y25-29","SK",2010,67.5
"ED3_4","Y25-29","UK",2010,43.2
"ED5_6","Y15-19","AT",2010,NA
"ED5_6","Y15-19","BE",2010,NA
"ED5_6","Y15-19","BG",2010,NA
"ED5_6","Y15-19","CY",2010,NA
"ED5_6","Y15-19","CZ",2010,NA
"ED5_6","Y15-19","DE",2010,NA
"ED5_6","Y15-19","DK",2010,NA
"ED5_6","Y15-19","EE",2010,NA
"ED5_6","Y15-19","EL",2010,NA
"ED5_6","Y15-19","ES",2010,0.4
"ED5_6","Y15-19","EU27",2010,0.6
"ED5_6","Y15-19","EU28",2010,0.6
"ED5_6","Y15-19","FR",2010,2.3
"ED5_6","Y15-19","HR",2010,NA
"ED5_6","Y15-19","HU",2010,NA
"ED5_6","Y15-19","IE",2010,NA
"ED5_6","Y15-19","IT",2010,NA
"ED5_6","Y15-19","LT",2010,NA
"ED5_6","Y15-19","LU",2010,NA
"ED5_6","Y15-19","LV",2010,NA
"ED5_6","Y15-19","MT",2010,1.4
"ED5_6","Y15-19","NL",2010,0.7
"ED5_6","Y15-19","PT",2010,NA
"ED5_6","Y15-19","SE",2010,NA
"ED5_6","Y15-19","SI",2010,NA
"ED5_6","Y15-19","SK",2010,NA
"ED5_6","Y15-19","UK",2010,2
"ED5_6","Y15-24","AT",2010,2.7
"ED5_6","Y15-24","BE",2010,11.7
"ED5_6","Y15-24","BG",2010,2.7
"ED5_6","Y15-24","CY",2010,16.6
"ED5_6","Y15-24","CZ",2010,4.1
"ED5_6","Y15-24","DE",2010,2.6
"ED5_6","Y15-24","DK",2010,2.9
"ED5_6","Y15-24","EE",2010,8.1
"ED5_6","Y15-24","EL",2010,4.9
"ED5_6","Y15-24","ES",2010,12.6
"ED5_6","Y15-24","EU27",2010,7.9
"ED5_6","Y15-24","EU28",2010,7.9
"ED5_6","Y15-24","FI",2010,2
"ED5_6","Y15-24","FR",2010,14.3
"ED5_6","Y15-24","HR",2010,2.9
"ED5_6","Y15-24","HU",2010,3.7
"ED5_6","Y15-24","IE",2010,13.5
"ED5_6","Y15-24","IT",2010,3.1
"ED5_6","Y15-24","LT",2010,6.8
"ED5_6","Y15-24","LU",2010,5.2
"ED5_6","Y15-24","LV",2010,6.2
"ED5_6","Y15-24","MT",2010,10.6
"ED5_6","Y15-24","NL",2010,8.7
"ED5_6","Y15-24","PL",2010,6.8
"ED5_6","Y15-24","PT",2010,5.6
"ED5_6","Y15-24","RO",2010,4.3
"ED5_6","Y15-24","SE",2010,6.2
"ED5_6","Y15-24","SI",2010,3.1
"ED5_6","Y15-24","SK",2010,6.1
"ED5_6","Y15-24","UK",2010,15.6
"ED5_6","Y15-29","AT",2010,8.2
"ED5_6","Y15-29","BE",2010,22.5
"ED5_6","Y15-29","BG",2010,9.8
"ED5_6","Y15-29","CY",2010,30.2
"ED5_6","Y15-29","CZ",2010,11.9
"ED5_6","Y15-29","DE",2010,9.7
"ED5_6","Y15-29","DK",2010,12.2
"ED5_6","Y15-29","EE",2010,18.1
"ED5_6","Y15-29","EL",2010,15.9
"ED5_6","Y15-29","ES",2010,23.2
"ED5_6","Y15-29","EU27",2010,16.8
"ED5_6","Y15-29","EU28",2010,16.8
"ED5_6","Y15-29","FI",2010,12.8
"ED5_6","Y15-29","FR",2010,23.8
"ED5_6","Y15-29","HR",2010,10.4
"ED5_6","Y15-29","HU",2010,11.9
"ED5_6","Y15-29","IE",2010,25.8
"ED5_6","Y15-29","IT",2010,9.9
"ED5_6","Y15-29","LT",2010,19.6
"ED5_6","Y15-29","LU",2010,18.8
"ED5_6","Y15-29","LV",2010,16.3
"ED5_6","Y15-29","MT",2010,15.4
"ED5_6","Y15-29","NL",2010,18.7
"ED5_6","Y15-29","PL",2010,18.8
"ED5_6","Y15-29","PT",2010,13.6
"ED5_6","Y15-29","RO",2010,11.1
"ED5_6","Y15-29","SE",2010,16.6
"ED5_6","Y15-29","SI",2010,12.3
"ED5_6","Y15-29","SK",2010,13.3
"ED5_6","Y15-29","UK",2010,24.5
"ED5_6","Y20-24","AT",2010,5.2
"ED5_6","Y20-24","BE",2010,22.8
"ED5_6","Y20-24","BG",2010,5.3
"ED5_6","Y20-24","CY",2010,31.7
"ED5_6","Y20-24","CZ",2010,7.6
"ED5_6","Y20-24","DE",2010,4.8
"ED5_6","Y20-24","DK",2010,5.9
"ED5_6","Y20-24","EE",2010,14.4
"ED5_6","Y20-24","EL",2010,9.5
"ED5_6","Y20-24","ES",2010,21.1
"ED5_6","Y20-24","EU27",2010,14.3
"ED5_6","Y20-24","EU28",2010,14.2
"ED5_6","Y20-24","FI",2010,4
"ED5_6","Y20-24","FR",2010,26.1
"ED5_6","Y20-24","HR",2010,5.6
"ED5_6","Y20-24","HU",2010,7.2
"ED5_6","Y20-24","IE",2010,25.3
"ED5_6","Y20-24","IT",2010,6
"ED5_6","Y20-24","LT",2010,13.6
"ED5_6","Y20-24","LU",2010,10.6
"ED5_6","Y20-24","LV",2010,11
"ED5_6","Y20-24","MT",2010,19
"ED5_6","Y20-24","NL",2010,16.6
"ED5_6","Y20-24","PL",2010,12.8
"ED5_6","Y20-24","PT",2010,10.9
"ED5_6","Y20-24","RO",2010,7.4
"ED5_6","Y20-24","SE",2010,12.5
"ED5_6","Y20-24","SI",2010,5.5
"ED5_6","Y20-24","SK",2010,11.5
"ED5_6","Y20-24","UK",2010,25.4
"ED5_6","Y20-29","AT",2010,12
"ED5_6","Y20-29","BE",2010,33.2
"ED5_6","Y20-29","BG",2010,15.1
"ED5_6","Y20-29","CY",2010,42.3
"ED5_6","Y20-29","CZ",2010,16.8
"ED5_6","Y20-29","DE",2010,13.8
"ED5_6","Y20-29","DK",2010,19
"ED5_6","Y20-29","EE",2010,25.2
"ED5_6","Y20-29","EL",2010,22.6
"ED5_6","Y20-29","ES",2010,30.2
"ED5_6","Y20-29","EU27",2010,23.7
"ED5_6","Y20-29","EU28",2010,23.6
"ED5_6","Y20-29","FI",2010,19
"ED5_6","Y20-29","FR",2010,34.3
"ED5_6","Y20-29","HR",2010,15.5
"ED5_6","Y20-29","HU",2010,17.3
"ED5_6","Y20-29","IE",2010,36.6
"ED5_6","Y20-29","IT",2010,14.3
"ED5_6","Y20-29","LT",2010,30
"ED5_6","Y20-29","LU",2010,27.8
"ED5_6","Y20-29","LV",2010,22.8
"ED5_6","Y20-29","MT",2010,21.8
"ED5_6","Y20-29","NL",2010,27.8
"ED5_6","Y20-29","PL",2010,26.7
"ED5_6","Y20-29","PT",2010,19.4
"ED5_6","Y20-29","RO",2010,15.1
"ED5_6","Y20-29","SE",2010,25.4
"ED5_6","Y20-29","SI",2010,16.9
"ED5_6","Y20-29","SK",2010,19
"ED5_6","Y20-29","UK",2010,32.6
"ED5_6","Y25-29","AT",2010,18.2
"ED5_6","Y25-29","BE",2010,43.1
"ED5_6","Y25-29","BG",2010,26.5
"ED5_6","Y25-29","CY",2010,50.6
"ED5_6","Y25-29","CZ",2010,25.4
"ED5_6","Y25-29","DE",2010,22.6
"ED5_6","Y25-29","DK",2010,33.4
"ED5_6","Y25-29","EE",2010,36.3
"ED5_6","Y25-29","EL",2010,32.5
"ED5_6","Y25-29","ES",2010,37.4
"ED5_6","Y25-29","EU27",2010,32.6
"ED5_6","Y25-29","EU28",2010,32.5
"ED5_6","Y25-29","FI",2010,32.8
"ED5_6","Y25-29","FR",2010,42.3
"ED5_6","Y25-29","HR",2010,27.1
"ED5_6","Y25-29","HU",2010,26.4
"ED5_6","Y25-29","IE",2010,46.5
"ED5_6","Y25-29","IT",2010,21.8
"ED5_6","Y25-29","LT",2010,49
"ED5_6","Y25-29","LU",2010,42.2
"ED5_6","Y25-29","LV",2010,35.5
"ED5_6","Y25-29","MT",2010,24.6
"ED5_6","Y25-29","NL",2010,39.1
"ED5_6","Y25-29","PL",2010,39.3
"ED5_6","Y25-29","PT",2010,26.3
"ED5_6","Y25-29","RO",2010,23.4
"ED5_6","Y25-29","SE",2010,39.2
"ED5_6","Y25-29","SI",2010,27.4
"ED5_6","Y25-29","SK",2010,26
"ED5_6","Y25-29","UK",2010,39.5
"ED0-2","Y15-19","AT",2011,84.8
"ED0-2","Y15-19","BE",2011,75
"ED0-2","Y15-19","BG",2011,82.7
"ED0-2","Y15-19","CY",2011,80.1
"ED0-2","Y15-19","CZ",2011,87.8
"ED0-2","Y15-19","DE",2011,87.5
"ED0-2","Y15-19","DK",2011,93
"ED0-2","Y15-19","EE",2011,85.1
"ED0-2","Y15-19","EL",2011,75.8
"ED0-2","Y15-19","ES",2011,74.8
"ED0-2","Y15-19","EU27",2011,75.9
"ED0-2","Y15-19","EU28",2011,75.8
"ED0-2","Y15-19","FI",2011,91.2
"ED0-2","Y15-19","FR",2011,70.9
"ED0-2","Y15-19","HR",2011,71.7
"ED0-2","Y15-19","HU",2011,86.9
"ED0-2","Y15-19","IE",2011,75.6
"ED0-2","Y15-19","IT",2011,86.1
"ED0-2","Y15-19","LT",2011,86.4
"ED0-2","Y15-19","LU",2011,91.2
"ED0-2","Y15-19","LV",2011,87.8
"ED0-2","Y15-19","MT",2011,51.6
"ED0-2","Y15-19","NL",2011,78.3
"ED0-2","Y15-19","PL",2011,86.5
"ED0-2","Y15-19","PT",2011,81
"ED0-2","Y15-19","RO",2011,87
"ED0-2","Y15-19","SE",2011,84.8
"ED0-2","Y15-19","SI",2011,80.8
"ED0-2","Y15-19","SK",2011,88
"ED0-2","Y15-19","UK",2011,31.2
"ED0-2","Y15-24","AT",2011,48.5
"ED0-2","Y15-24","BE",2011,45.8
"ED0-2","Y15-24","BG",2011,43.5
"ED0-2","Y15-24","CY",2011,43.9
"ED0-2","Y15-24","CZ",2011,44.4
"ED0-2","Y15-24","DE",2011,46.4
"ED0-2","Y15-24","DK",2011,62.2
"ED0-2","Y15-24","EE",2011,45.7
"ED0-2","Y15-24","EL",2011,46.4
"ED0-2","Y15-24","ES",2011,53.4
"ED0-2","Y15-24","EU27",2011,45.2
"ED0-2","Y15-24","EU28",2011,45.1
"ED0-2","Y15-24","FI",2011,52.8
"ED0-2","Y15-24","FR",2011,43.4
"ED0-2","Y15-24","HR",2011,36.7
"ED0-2","Y15-24","HU",2011,50
"ED0-2","Y15-24","IE",2011,43.9
"ED0-2","Y15-24","IT",2011,53.5
"ED0-2","Y15-24","LT",2011,48.8
"ED0-2","Y15-24","LU",2011,59.1
"ED0-2","Y15-24","LV",2011,49.7
"ED0-2","Y15-24","MT",2011,38.2
"ED0-2","Y15-24","NL",2011,49.8
"ED0-2","Y15-24","PL",2011,45.5
"ED0-2","Y15-24","PT",2011,57.6
"ED0-2","Y15-24","RO",2011,48.1
"ED0-2","Y15-24","SE",2011,47.8
"ED0-2","Y15-24","SI",2011,40.8
"ED0-2","Y15-24","SK",2011,44.4
"ED0-2","Y15-24","UK",2011,24.5
"ED0-2","Y15-29","AT",2011,35.1
"ED0-2","Y15-29","BE",2011,36.2
"ED0-2","Y15-29","BG",2011,33.7
"ED0-2","Y15-29","CY",2011,31.1
"ED0-2","Y15-29","CZ",2011,30.3
"ED0-2","Y15-29","DE",2011,33.3
"ED0-2","Y15-29","DK",2011,50.3
"ED0-2","Y15-29","EE",2011,34.2
"ED0-2","Y15-29","EL",2011,36.8
"ED0-2","Y15-29","ES",2011,46.7
"ED0-2","Y15-29","EU27",2011,35.3
"ED0-2","Y15-29","EU28",2011,35.3
"ED0-2","Y15-29","FI",2011,38.2
"ED0-2","Y15-29","FR",2011,34.4
"ED0-2","Y15-29","HR",2011,27.5
"ED0-2","Y15-29","HU",2011,36.6
"ED0-2","Y15-29","IE",2011,33.3
"ED0-2","Y15-29","IT",2011,43.5
"ED0-2","Y15-29","LT",2011,37.3
"ED0-2","Y15-29","LU",2011,43.2
"ED0-2","Y15-29","LV",2011,37.8
"ED0-2","Y15-29","MT",2011,39.7
"ED0-2","Y15-29","NL",2011,39.4
"ED0-2","Y15-29","PL",2011,30.5
"ED0-2","Y15-29","PT",2011,50.7
"ED0-2","Y15-29","RO",2011,39.1
"ED0-2","Y15-29","SE",2011,36.6
"ED0-2","Y15-29","SI",2011,27.6
"ED0-2","Y15-29","SK",2011,30.6
"ED0-2","Y15-29","UK",2011,22
"ED0-2","Y20-24","AT",2011,14.6
"ED0-2","Y20-24","BE",2011,18.4
"ED0-2","Y20-24","BG",2011,13.3
"ED0-2","Y20-24","CY",2011,12.4
"ED0-2","Y20-24","CZ",2011,8.3
"ED0-2","Y20-24","DE",2011,24.7
"ED0-2","Y20-24","DK",2011,30
"ED0-2","Y20-24","EE",2011,17.4
"ED0-2","Y20-24","EL",2011,16.4
"ED0-2","Y20-24","ES",2011,38.3
"ED0-2","Y20-24","EU27",2011,20.5
"ED0-2","Y20-24","EU28",2011,20.4
"ED0-2","Y20-24","FI",2011,14.6
"ED0-2","Y20-24","FR",2011,16.1
"ED0-2","Y20-24","HR",2011,4.4
"ED0-2","Y20-24","HU",2011,16.7
"ED0-2","Y20-24","IE",2011,13.3
"ED0-2","Y20-24","IT",2011,23.1
"ED0-2","Y20-24","LT",2011,12.3
"ED0-2","Y20-24","LU",2011,26.7
"ED0-2","Y20-24","LV",2011,19.4
